GO.ID	Description	p.Val	FDR	Phenotype	Genes
HOMOLOGY DIRECTED REPAIR%REACTOME%R-HSA-5693538.2	Homology Directed Repair	0.003371611525730653	0.003371611525730653	+1	ATM,BRCA1,POLQ,BRCA2,ATR,HIST1H2BD
CARDIAC CHAMBER DEVELOPMENT%GOBP%GO:0003205	cardiac chamber development	0.003469178440501652	0.003469178440501652	+1	GATA3,NOTCH1,FGFR2,SMAD4,TGFBR2
NEGATIVE REGULATION OF DEVELOPMENTAL GROWTH%GOBP%GO:0048640	negative regulation of developmental growth	0.003480972282787126	0.003480972282787126	+1	PTEN,CDKN1B,FGFR3,CDKN1A
PID_AR_TF_PATHWAY%MSIGDB_C2%PID_AR_TF_PATHWAY	PID_AR_TF_PATHWAY	0.003480972282787126	0.003480972282787126	+1	MAP2K4,CEBPA,AR,EP300
BIOCARTA_NFAT_PATHWAY%MSIGDB_C2%BIOCARTA_NFAT_PATHWAY	BIOCARTA_NFAT_PATHWAY	0.003480972282787126	0.003480972282787126	+1	PIK3CA,PIK3R1,AKT1,PIK3CG
REGULATION OF EPITHELIAL CELL MIGRATION%GOBP%GO:0010632	regulation of epithelial cell migration	0.003480972282787126	0.003480972282787126	+1	PTEN,NF1,GATA3,NOTCH1,AKT1,SOX9,MTOR
ENDOCRINE SYSTEM DEVELOPMENT%GOBP%GO:0035270	endocrine system development	0.003480972282787126	0.003480972282787126	+1	NF1,AKT1,WT1,FOXA2
REGULATION OF ANDROGEN RECEPTOR ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF ANDROGEN RECEPTOR ACTIVITY	Regulation of Androgen receptor activity	0.003480972282787126	0.003480972282787126	+1	MAP2K4,CEBPA,AR,EP300
CELLULAR RESPONSE TO DECREASED OXYGEN LEVELS%GOBP%GO:0036294	cellular response to decreased oxygen levels	0.003480972282787126	0.003480972282787126	+1	TP53,VHL,NOTCH1,NFE2L2,MTOR,EP300
METHYLATION%GOBP%GO:0032259	methylation	0.0036846908110877846	0.0036846908110877846	+1	DNMT3A,KDM6A,TET2,ATRX,SETD2,NSD1,EZH2
DOPAMINERGIC NEURON DIFFERENTIATION%GOBP%GO:0071542	dopaminergic neuron differentiation	0.0037188675221016543	0.0037188675221016543	+1	CTNNB1,FOXA1,FOXA2
POSITIVE REGULATION OF T CELL DIFFERENTIATION%GOBP%GO:0045582	positive regulation of T cell differentiation	0.0037188675221016543	0.0037188675221016543	+1	GATA3,RUNX1,TGFBR2,CBFB
BIOCARTA_TPO_PATHWAY%MSIGDB_C2%BIOCARTA_TPO_PATHWAY	BIOCARTA_TPO_PATHWAY	0.0037188675221016543	0.0037188675221016543	+1	PIK3CA,PIK3R1,PIK3CG
IL9%NETPATH%IL9	IL9	0.0037188675221016543	0.0037188675221016543	+1	PIK3R1,AKT1,PTPN11
POSITIVE REGULATION OF GLUCOSE IMPORT%GOBP%GO:0046326	positive regulation of glucose import	0.0037188675221016543	0.0037188675221016543	+1	PIK3R1,AKT1,PTPN11
BIOCARTA_ECM_PATHWAY%MSIGDB_C2%BIOCARTA_ECM_PATHWAY	BIOCARTA_ECM_PATHWAY	0.0037188675221016543	0.0037188675221016543	+1	PIK3CA,PIK3R1,PIK3CG
BIOCARTA_NTHI_PATHWAY%MSIGDB_C2%BIOCARTA_NTHI_PATHWAY	BIOCARTA_NTHI_PATHWAY	0.0037188675221016543	0.0037188675221016543	+1	EP300,SMAD4,TGFBR2
RAC1 SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RAC1 SIGNALING PATHWAY	RAC1 signaling pathway	0.0037188675221016543	0.0037188675221016543	+1	CTNNB1,MAP3K1,CDH1,MAP2K4
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1904377	positive regulation of protein localization to cell periphery	0.0037188675221016543	0.0037188675221016543	+1	EGFR,PIK3R1,EPHA3,AKT1
PID_RAC1_PATHWAY%MSIGDB_C2%PID_RAC1_PATHWAY	PID_RAC1_PATHWAY	0.0037188675221016543	0.0037188675221016543	+1	CTNNB1,MAP3K1,CDH1,MAP2K4
POSITIVE REGULATION OF NEURON APOPTOTIC PROCESS%GOBP%GO:0043525	positive regulation of neuron apoptotic process	0.0037188675221016543	0.0037188675221016543	+1	NF1,FBXW7,CTNNB1
OUTFLOW TRACT SEPTUM MORPHOGENESIS%GOBP%GO:0003148	outflow tract septum morphogenesis	0.0037188675221016543	0.0037188675221016543	+1	FGFR2,SMAD4,TGFBR2
REGULATION OF OXIDATIVE STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1902175	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	0.0037188675221016543	0.0037188675221016543	+1	FBXW7,NFE2L2,AKT1
RESPONSE TO GAMMA RADIATION%GOBP%GO:0010332	response to gamma radiation	0.0037188675221016543	0.0037188675221016543	+1	TP53,ATM,ATR
TNF ALPHA SIGNALING PATHWAY%WIKIPATHWAYS_20190610%WP231%HOMO SAPIENS	http://www.wikipathways.org/instance/WP231_r89895	0.003741712644559458	0.003741712644559458	+1	KRAS,MAP3K1,NRAS,MAP2K4,AKT1
ATRIOVENTRICULAR CANAL DEVELOPMENT%GOBP%GO:0036302	atrioventricular canal development	0.00385949670082296	0.00385949670082296	+1	SMAD4,PTPN11
ACTIVATED NTRK2 SIGNALS THROUGH PI3K%REACTOME%R-HSA-9028335.1	Activated NTRK2 signals through PI3K	0.00385949670082296	0.00385949670082296	+1	PIK3CA,PIK3R1
ACTIVATED NTRK3 SIGNALS THROUGH PI3K%REACTOME%R-HSA-9603381.1	Activated NTRK3 signals through PI3K	0.00385949670082296	0.00385949670082296	+1	PIK3CA,PIK3R1
PID_TGFBR_PATHWAY%MSIGDB_C2%PID_TGFBR_PATHWAY	PID_TGFBR_PATHWAY	0.00385949670082296	0.00385949670082296	+1	CTNNB1,SMAD4,TGFBR2,SMAD2
LOSS OF FUNCTION OF TGFBR1 IN CANCER%REACTOME%R-HSA-3656534.1	Loss of Function of TGFBR1 in Cancer	0.00385949670082296	0.00385949670082296	+1	TGFBR2,SMAD2
ACTIVATED NTRK3 SIGNALS THROUGH RAS%REACTOME%R-HSA-9034864.1	Activated NTRK3 signals through RAS	0.00385949670082296	0.00385949670082296	+1	KRAS,NRAS
TRAIL%IOB%TRAIL	TRAIL	0.00385949670082296	0.00385949670082296	+1	CTNNB1,AKT1,ATM,CHEK2
INTERFERON TYPE I SIGNALING PATHWAYS%WIKIPATHWAYS_20190610%WP585%HOMO SAPIENS	http://www.wikipathways.org/instance/WP585_r103737	0.00385949670082296	0.00385949670082296	+1	PIK3R1,MAP3K1,MTOR,PTPN11
STAT5 ACTIVATION%REACTOME DATABASE ID RELEASE 69%9645135	STAT5 Activation	0.00385949670082296	0.00385949670082296	+1	FLT3,PTPN11
SOS-MEDIATED SIGNALLING%REACTOME DATABASE ID RELEASE 69%112412	SOS-mediated signalling	0.00385949670082296	0.00385949670082296	+1	KRAS,NRAS
SIGNALING BY RAS MUTANTS%REACTOME%R-HSA-6802949.1	Signaling by RAS mutants	0.00385949670082296	0.00385949670082296	+1	KRAS,NF1,NRAS,BRAF
RUNX1 REGULATES TRANSCRIPTION OF GENES INVOLVED IN DIFFERENTIATION OF MYELOID CELLS%REACTOME%R-HSA-8939246.1	RUNX1 regulates transcription of genes involved in differentiation of myeloid cells	0.00385949670082296	0.00385949670082296	+1	RUNX1,CBFB
REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0043376	regulation of CD8-positive, alpha-beta T cell differentiation	0.00385949670082296	0.00385949670082296	+1	RUNX1,CBFB
RUNX1 REGULATES TRANSCRIPTION OF GENES INVOLVED IN BCR SIGNALING%REACTOME DATABASE ID RELEASE 69%8939245	RUNX1 regulates transcription of genes involved in BCR signaling	0.00385949670082296	0.00385949670082296	+1	RUNX1,CBFB
PTK6 REGULATES CELL CYCLE%REACTOME%R-HSA-8849470.1	PTK6 Regulates Cell Cycle	0.00385949670082296	0.00385949670082296	+1	CDKN1B,CCND1
OTIC VESICLE DEVELOPMENT%GOBP%GO:0071599	otic vesicle development	0.00385949670082296	0.00385949670082296	+1	SOX9,FGFR2
CXCR4%IOB%CXCR4	CXCR4	0.00385949670082296	0.00385949670082296	+1	EGFR,PIK3R1,CTNNB1,AKT1,PTPN11
REGULATION OF TOLL-LIKE RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20190610%WP1449%HOMO SAPIENS	http://www.wikipathways.org/instance/WP1449_r103013	0.00385949670082296	0.00385949670082296	+1	PIK3CA,PIK3R1,MAP2K4,AKT1,PIK3CG,TLR4
REGULATION OF MALE GONAD DEVELOPMENT%GOBP%GO:2000018	regulation of male gonad development	0.00385949670082296	0.00385949670082296	+1	SOX9,WT1
RUNX1 REGULATES ESTROGEN RECEPTOR MEDIATED TRANSCRIPTION%REACTOME DATABASE ID RELEASE 69%8931987	RUNX1 regulates estrogen receptor mediated transcription	0.00385949670082296	0.00385949670082296	+1	RUNX1,CBFB
REGULATION OF WOUND HEALING, SPREADING OF EPIDERMAL CELLS%GOBP%GO:1903689	regulation of wound healing, spreading of epidermal cells	0.00385949670082296	0.00385949670082296	+1	PTEN,MTOR
REGULATION OF PROTEIN LOCALIZATION TO CHROMATIN%GOBP%GO:1905634	regulation of protein localization to chromatin	0.00385949670082296	0.00385949670082296	+1	RB1,SETD2
POSITIVE REGULATION OF GONAD DEVELOPMENT%GOBP%GO:1905941	positive regulation of gonad development	0.00385949670082296	0.00385949670082296	+1	SOX9,WT1
LOSS OF MECP2 BINDING ABILITY TO THE NCOR SMRT COMPLEX%REACTOME%R-HSA-9022537.1	Loss of MECP2 binding ability to the NCoR SMRT complex	0.00385949670082296	0.00385949670082296	+1	TBL1XR1,NCOR1
PTK6 PROMOTES HIF1A STABILIZATION%REACTOME DATABASE ID RELEASE 69%8857538	PTK6 promotes HIF1A stabilization	0.00385949670082296	0.00385949670082296	+1	EGFR,LRRK2
RUNX1 REGULATES TRANSCRIPTION OF GENES INVOLVED IN WNT SIGNALING%REACTOME DATABASE ID RELEASE 69%8939256	RUNX1 regulates transcription of genes involved in WNT signaling	0.00385949670082296	0.00385949670082296	+1	RUNX1,CBFB
ESTROGEN-STIMULATED SIGNALING THROUGH PRKCZ%REACTOME DATABASE ID RELEASE 69%9634635	Estrogen-stimulated signaling through PRKCZ	0.00385949670082296	0.00385949670082296	+1	KRAS,NRAS
REGULATION OF MESENCHYMAL STEM CELL DIFFERENTIATION%GOBP%GO:2000739	regulation of mesenchymal stem cell differentiation	0.00385949670082296	0.00385949670082296	+1	SOX9,PDGFRA
RESPONSE TO MECHANICAL STIMULUS%GOBP%GO:0009612	response to mechanical stimulus	0.00385949670082296	0.00385949670082296	+1	MAP3K1,MAP2K4,SOX9,TLR4,KIT
POSITIVE REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:2001187	positive regulation of CD8-positive, alpha-beta T cell activation	0.00385949670082296	0.00385949670082296	+1	RUNX1,CBFB
REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS%GOBP%GO:0090287	regulation of cellular response to growth factor stimulus	0.0039776454081566735	0.0039776454081566735	+1	GATA3,NOTCH1,STK11,EP300,SMAD4,TGFBR2,SMAD2
REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1904375	regulation of protein localization to cell periphery	0.003994809341691828	0.003994809341691828	+1	EGFR,PIK3R1,EPHA3,AKT1,AR
NEGATIVE REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0010719	negative regulation of epithelial to mesenchymal transition	0.0040453059138282725	0.0040453059138282725	+1	PTEN,FOXA1,FOXA2
NEGATIVE REGULATION OF MITOTIC SISTER CHROMATID SEGREGATION%GOBP%GO:0033048	negative regulation of mitotic sister chromatid segregation	0.0040453059138282725	0.0040453059138282725	+1	APC,ATM,ATRX
PID_HDAC_CLASSIII_PATHWAY%MSIGDB_C2%PID_HDAC_CLASSIII_PATHWAY	PID_HDAC_CLASSIII_PATHWAY	0.0040453059138282725	0.0040453059138282725	+1	TP53,EP300,CDKN1A
HYPOTHESIZED PATHWAYS IN PATHOGENESIS OF CARDIOVASCULAR DISEASE%WIKIPATHWAYS_20190610%WP3668%HOMO SAPIENS	http://www.wikipathways.org/instance/WP3668_r97639	0.0040453059138282725	0.0040453059138282725	+1	SMAD4,TGFBR2,SMAD2
CRANIAL SKELETAL SYSTEM DEVELOPMENT%GOBP%GO:1904888	cranial skeletal system development	0.0040453059138282725	0.0040453059138282725	+1	PDGFRA,FGFR2,TGFBR2
AUTONOMIC NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0048483	autonomic nervous system development	0.0040453059138282725	0.0040453059138282725	+1	NF1,GATA3,CTNNB1
TOR SIGNALING%GOBP%GO:0031929	TOR signaling	0.0040453059138282725	0.0040453059138282725	+1	GATA3,AKT1,MTOR
REGULATION OF RESPONSE TO REACTIVE OXYGEN SPECIES%GOBP%GO:1901031	regulation of response to reactive oxygen species	0.0040453059138282725	0.0040453059138282725	+1	NFE2L2,HGF,LRRK2
EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0001837	epithelial to mesenchymal transition	0.004066299904194712	0.004066299904194712	+1	NOTCH1,CTNNB1,SOX9,HGF
REGULATION OF GENE SILENCING%GOBP%GO:0060968	regulation of gene silencing	0.0040997105046090485	0.0040997105046090485	+1	TP53,EGFR,AJUBA,HIST1H1C,SIN3A,NCOR1
MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0060537	muscle tissue development	0.0040997105046090485	0.0040997105046090485	+1	NF1,NOTCH1,WT1,PDGFRA,FGFR2,SMAD4
CARDIAC MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0048738	cardiac muscle tissue development	0.0041367377012743985	0.0041367377012743985	+1	NOTCH1,WT1,PDGFRA,FGFR2,SMAD4
RUNX1 REGULATES GENES INVOLVED IN MEGAKARYOCYTE DIFFERENTIATION AND PLATELET FUNCTION%REACTOME DATABASE ID RELEASE 69%8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	0.0041367377012743985	0.0041367377012743985	+1	RUNX1,EP300,CBFB,SIN3A,HIST1H2BD
CIRCADIAN RHYTHM%GOBP%GO:0007623	circadian rhythm	0.0042896125254449574	0.0042896125254449574	+1	TP53,PTEN,EP300,EGR3,NCOR1
SIGNALING BY NOTCH1 HD+PEST DOMAIN MUTANTS IN CANCER%REACTOME%R-HSA-2894858.1	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	0.0042896125254449574	0.0042896125254449574	+1	NOTCH1,EP300,TBL1XR1,NCOR1
B CELL RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20190610%WP23%HOMO SAPIENS	http://www.wikipathways.org/instance/WP23_r92558	0.0042896125254449574	0.0042896125254449574	+1	PIK3R1,AKT1,BRAF,PIK3CG,PTPN11
SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS IN CANCER%REACTOME DATABASE ID RELEASE 69%2644602	Signaling by NOTCH1 PEST Domain Mutants in Cancer	0.0042896125254449574	0.0042896125254449574	+1	NOTCH1,EP300,TBL1XR1,NCOR1
SIGNALING BY NOTCH1 IN CANCER%REACTOME%R-HSA-2644603.2	Signaling by NOTCH1 in Cancer	0.0042896125254449574	0.0042896125254449574	+1	NOTCH1,EP300,TBL1XR1,NCOR1
POSITIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:1901992	positive regulation of mitotic cell cycle phase transition	0.0042896125254449574	0.0042896125254449574	+1	EGFR,RB1,AKT1,CCND1
NEGATIVE REGULATION OF CYTOSKELETON ORGANIZATION%GOBP%GO:0051494	negative regulation of cytoskeleton organization	0.0042896125254449574	0.0042896125254449574	+1	APC,NAV3,NPM1,BRCA1,SMAD4
CONSTITUTIVE SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS%REACTOME%R-HSA-2644606.1	Constitutive Signaling by NOTCH1 PEST Domain Mutants	0.0042896125254449574	0.0042896125254449574	+1	NOTCH1,EP300,TBL1XR1,NCOR1
CONSTITUTIVE SIGNALING BY NOTCH1 HD+PEST DOMAIN MUTANTS%REACTOME%R-HSA-2894862.1	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	0.0042896125254449574	0.0042896125254449574	+1	NOTCH1,EP300,TBL1XR1,NCOR1
REGULATION OF PTEN GENE TRANSCRIPTION%REACTOME DATABASE ID RELEASE 69%8943724	Regulation of PTEN gene transcription	0.0042896125254449574	0.0042896125254449574	+1	TP53,MTOR,MECOM,EZH2
STABILIZATION OF P53%REACTOME%R-HSA-69541.4	Stabilization of p53	0.0042896125254449574	0.0042896125254449574	+1	TP53,CDKN2A,ATM,CHEK2
RESOLUTION OF D-LOOP STRUCTURES THROUGH SYNTHESIS-DEPENDENT STRAND ANNEALING (SDSA)%REACTOME%R-HSA-5693554.1	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	0.004434114123022623	0.004434114123022623	+1	ATM,BRCA1,BRCA2
REGULATION OF SPINDLE ASSEMBLY%GOBP%GO:0090169	regulation of spindle assembly	0.004434114123022623	0.004434114123022623	+1	STAG2,SMC1A,SMC3
IL3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL3-MEDIATED SIGNALING EVENTS	IL3-mediated signaling events	0.004434114123022623	0.004434114123022623	+1	PIK3CA,PIK3R1,PTPN11
PID_ALK1_PATHWAY%MSIGDB_C2%PID_ALK1_PATHWAY	PID_ALK1_PATHWAY	0.004434114123022623	0.004434114123022623	+1	SMAD4,TGFBR2,ACVR2A
EPHRIN B REVERSE SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHRIN B REVERSE SIGNALING	Ephrin B reverse signaling	0.004434114123022623	0.004434114123022623	+1	PIK3CA,PIK3R1,MAP2K4
NEGATIVE REGULATION OF FGFR1 SIGNALING%REACTOME DATABASE ID RELEASE 69%5654726	Negative regulation of FGFR1 signaling	0.004434114123022623	0.004434114123022623	+1	BRAF,PPP2R1A,PTPN11
ALK1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALK1 SIGNALING EVENTS	ALK1 signaling events	0.004434114123022623	0.004434114123022623	+1	SMAD4,TGFBR2,ACVR2A
CELLULAR RESPONSE TO INTERLEUKIN-6%GOBP%GO:0071354	cellular response to interleukin-6	0.004434114123022623	0.004434114123022623	+1	CEBPA,SMAD4,PTPN11
POSITIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	0.004434114123022623	0.004434114123022623	+1	EGFR,AKT1,CCND1
VEGFR2 MEDIATED VASCULAR PERMEABILITY%REACTOME%R-HSA-5218920.2	VEGFR2 mediated vascular permeability	0.004434114123022623	0.004434114123022623	+1	CTNNB1,AKT1,MTOR
3-PHOSPHOINOSITIDE BIOSYNTHESIS%HUMANCYC%PWY-6352	3-phosphoinositide biosynthesis	0.004434114123022623	0.004434114123022623	+1	PIK3CA,PIK3R1,PIK3CG
EXTRACELLULAR VESICLES IN THE CROSSTALK OF CARDIAC CELLS%WIKIPATHWAYS_20190610%WP4300%HOMO SAPIENS	http://www.wikipathways.org/instance/WP4300_r97801	0.004434114123022623	0.004434114123022623	+1	PTEN,EGFR,TLR4
TRANSCRIPTIONAL REGULATION BY MECP2%REACTOME%R-HSA-8986944.2	Transcriptional Regulation by MECP2	0.004506116851465489	0.004506116851465489	+1	PTEN,SIN3A,TBL1XR1,NCOR1
DIGESTIVE TRACT DEVELOPMENT%GOBP%GO:0048565	digestive tract development	0.004506116851465489	0.004506116851465489	+1	KIT,PDGFRA,FGFR2,SOX17
NEGATIVE REGULATION OF WOUND HEALING%GOBP%GO:0061045	negative regulation of wound healing	0.004506116851465489	0.004506116851465489	+1	PTEN,CDKN1B,PDGFRA,CDKN1A
POSITIVE REGULATION OF GENE EXPRESSION, EPIGENETIC%GOBP%GO:0045815	positive regulation of gene expression, epigenetic	0.004506116851465489	0.004506116851465489	+1	ARID1A,HIST1H1C,EP300,SF3B1
KIDNEY EPITHELIUM DEVELOPMENT%GOBP%GO:0072073	kidney epithelium development	0.004506116851465489	0.004506116851465489	+1	GATA3,SOX9,WT1,FGFR2
POSITIVE REGULATION OF TYROSINE PHOSPHORYLATION OF STAT PROTEIN%GOBP%GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	0.004506116851465489	0.004506116851465489	+1	FLT3,ERBB4,KIT,FGFR3
REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS%GOBP%GO:0061136	regulation of proteasomal protein catabolic process	0.004587236183258195	0.004587236183258195	+1	FBXW7,KEAP1,NFE2L2,CEBPA,LRRK2,TAF1
BONE DEVELOPMENT%GOBP%GO:0060348	bone development	0.004610468353741536	0.004610468353741536	+1	TP53,SOX9,KIT,FGFR2,FGFR3
REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	0.004610468353741536	0.004610468353741536	+1	KEAP1,NFE2L2,CEBPA,LRRK2,TAF1
CELLULAR RESPONSE TO OXYGEN LEVELS%GOBP%GO:0071453	cellular response to oxygen levels	0.004735914663353079	0.004735914663353079	+1	TP53,VHL,NOTCH1,NFE2L2,MTOR,EP300
RESPONSE TO RETINOIC ACID%GOBP%GO:0032526	response to retinoic acid	0.004779718791268278	0.004779718791268278	+1	EPHA3,SOX9,ATM,ASXL1
TUBE FORMATION%GOBP%GO:0035148	tube formation	0.004779718791268278	0.004779718791268278	+1	GATA3,NOTCH1,SOX9,FGFR2
CIRCADIAN RHYTHM RELATED GENES%WIKIPATHWAYS_20190610%WP3594%HOMO SAPIENS	http://www.wikipathways.org/instance/WP3594_r102861	0.004789290268423714	0.004789290268423714	+1	TP53,PTEN,EP300,SIN3A,EGR3,NCOR1,EZH2
NEGATIVE REGULATION OF SISTER CHROMATID SEGREGATION%GOBP%GO:0033046	negative regulation of sister chromatid segregation	0.004873679296076129	0.004873679296076129	+1	APC,ATM,ATRX
PID_IL3_PATHWAY%MSIGDB_C2%PID_IL3_PATHWAY	PID_IL3_PATHWAY	0.004873679296076129	0.004873679296076129	+1	PIK3CA,PIK3R1,PTPN11
ST_GRANULE_CELL_SURVIVAL_PATHWAY%MSIGDB_C2%ST_GRANULE_CELL_SURVIVAL_PATHWAY	ST_GRANULE_CELL_SURVIVAL_PATHWAY	0.004873679296076129	0.004873679296076129	+1	APC,MAP2K4,MAPK8IP1
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES%MSIGDB_C2%SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.004873679296076129	0.004873679296076129	+1	PIK3CA,PIK3R1,AKT1
BIOCARTA_CREB_PATHWAY%MSIGDB_C2%BIOCARTA_CREB_PATHWAY	BIOCARTA_CREB_PATHWAY	0.004873679296076129	0.004873679296076129	+1	PIK3CA,PIK3R1,AKT1
CELLULAR RESPONSE TO EPIDERMAL GROWTH FACTOR STIMULUS%GOBP%GO:0071364	cellular response to epidermal growth factor stimulus	0.004873679296076129	0.004873679296076129	+1	EGFR,SOX9,PTPN11
NEGATIVE REGULATION OF FGFR4 SIGNALING%REACTOME%R-HSA-5654733.1	Negative regulation of FGFR4 signaling	0.004873679296076129	0.004873679296076129	+1	BRAF,PPP2R1A,PTPN11
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO MEMBRANE%GOBP%GO:1905477	positive regulation of protein localization to membrane	0.004981157339684393	0.004981157339684393	+1	TP53,EGFR,PIK3R1,EPHA3,AKT1
REGULATION OF MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051147	regulation of muscle cell differentiation	0.004981157339684393	0.004981157339684393	+1	NOTCH1,CTNNB1,KIT,FGFR2,SMAD4
POSITIVE REGULATION OF CARDIAC EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0062043	positive regulation of cardiac epithelial to mesenchymal transition	0.005031421505321428	0.005031421505321428	+1	NOTCH1,TGFBR2
CARDIAC CELL FATE COMMITMENT%GOBP%GO:0060911	cardiac cell fate commitment	0.005031421505321428	0.005031421505321428	+1	WT1,SOX17
NEGATIVE REGULATION OF OLIGODENDROCYTE DIFFERENTIATION%GOBP%GO:0048715	negative regulation of oligodendrocyte differentiation	0.005031421505321428	0.005031421505321428	+1	NF1,NOTCH1
CELLULAR RESPONSE TO GONADOTROPIN STIMULUS%GOBP%GO:0071371	cellular response to gonadotropin stimulus	0.005031421505321428	0.005031421505321428	+1	NOTCH1,WT1
SHC-RELATED EVENTS TRIGGERED BY IGF1R%REACTOME DATABASE ID RELEASE 69%2428933	SHC-related events triggered by IGF1R	0.005031421505321428	0.005031421505321428	+1	KRAS,NRAS
ATRIOVENTRICULAR VALVE FORMATION%GOBP%GO:0003190	atrioventricular valve formation	0.005031421505321428	0.005031421505321428	+1	NOTCH1,SMAD4
NEPHRON TUBULE FORMATION%GOBP%GO:0072079	nephron tubule formation	0.005031421505321428	0.005031421505321428	+1	GATA3,SOX9
ACTIVATED NTRK2 SIGNALS THROUGH RAS%REACTOME%R-HSA-9026519.1	Activated NTRK2 signals through RAS	0.005031421505321428	0.005031421505321428	+1	KRAS,NRAS
RUNX2 REGULATES GENES INVOLVED IN CELL MIGRATION%REACTOME DATABASE ID RELEASE 69%8941332	RUNX2 regulates genes involved in cell migration	0.005031421505321428	0.005031421505321428	+1	AKT1,CBFB
IMMATURE B CELL DIFFERENTIATION%GOBP%GO:0002327	immature B cell differentiation	0.005031421505321428	0.005031421505321428	+1	ATM,KIT
SMAD PROTEIN COMPLEX ASSEMBLY%GOBP%GO:0007183	SMAD protein complex assembly	0.005031421505321428	0.005031421505321428	+1	SMAD4,SMAD2
LOCOMOTOR RHYTHM%GOBP%GO:0045475	locomotor rhythm	0.005031421505321428	0.005031421505321428	+1	PTEN,NCOR1
MULTICELLULAR ORGANISM AGING%GOBP%GO:0010259	multicellular organism aging	0.005031421505321428	0.005031421505321428	+1	TP53,LRRK2
DIGESTIVE SYSTEM DEVELOPMENT%GOBP%GO:0055123	digestive system development	0.005031421505321428	0.005031421505321428	+1	KIT,PDGFRA,FGFR2,SOX17
BEHAVIOR%GOBP%GO:0007610	behavior	0.005241969230833925	0.005241969230833925	+1	TP53,PTEN,EGFR,NF1,LRRK2,FOXA2,NCOR1
REGULATION OF PROTEIN LOCALIZATION TO MEMBRANE%GOBP%GO:1905475	regulation of protein localization to membrane	0.005280948622866103	0.005280948622866103	+1	TP53,EGFR,PIK3R1,EPHA3,AKT1,AR
POSITIVE REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045621	positive regulation of lymphocyte differentiation	0.005280948622866103	0.005280948622866103	+1	GATA3,RUNX1,TGFBR2,CBFB
REGULATION OF MITOCHONDRION ORGANIZATION%GOBP%GO:0010821	regulation of mitochondrion organization	0.005280948622866103	0.005280948622866103	+1	TP53,FBXW7,BAP1,AKT1,HGF,LRRK2
